,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
AAA,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.327459559,1.7977E+308,1.7977E+308,1.7977E+308,0.712468,1.7977E+308,0.119358666,0.001285574,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.985992135,1.7977E+308,1.7977E+308,0.590056592,0.926932593,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.642510811,0.004716072,1.7977E+308,1.7977E+308,1.7977E+308,0.020529219,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.070149131,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.988628622,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.974741255,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.000634763,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.480767928,1.7977E+308,1.7977E+308,1.7977E+308,0.665509597,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.995995423,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.736890529,1.7977E+308,1.7977E+308,0.818472751,0.903368479,0.391069747,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.013814474,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.339866039,1.7977E+308,0.790776902,1.7977E+308,0.674207662,0.945768333,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.454960667,1.7977E+308,1.7977E+308,1.7977E+308,0.011349148,0.645167146,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.747678823,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.999636959,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.998234233,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.000854801,1.7977E+308
ACAd,0.986954778,3.85123E-56,1.23204E-19,0.567331385,0.15853454,1.7977E+308,0.751589565,0.764938602,0.359487969,1.7977E+308,4.1016E-41,2.47179E-07,1.7977E+308,0.484075415,0.739626017,5.12948E-11,1.7977E+308,0.367522835,0.806963659,1.7977E+308,6.40531E-31,0.98072284,1.7977E+308,0.718795491,0.993294513,0.99343205,0.971976598,1.7977E+308,1.7977E+308,3.24252E-31,0.657167638,1.7977E+308,1.7977E+308,0.972312641,1.7977E+308,0.047484132,4.77743E-08,0.969572587,1.7977E+308,0.973783561,0.94621301,0.721756221,0.983600913,0.053008532,1.7977E+308,0.232313768,0.748373782,0.868751182,0.874993329,1.7977E+308,0.988277865,0.927772194,0.523317643,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.998513175,0.967834996,0.703900325,0.00941576,1.7977E+308,1.7977E+308,1.7977E+308,0.010960596,1.7977E+308,0.968865784,1.7977E+308,5.17361E-53,0.72628308,0.057162168,0.103116456,0.717080141,5.53497E-09,0.482056552,1.7977E+308,0.913033988,0.397903504,1.7977E+308,0.64162617,0.980210442,0.579381147,1.7977E+308,1.7977E+308,0.992152178,1.7977E+308,0.592576921,0.02413608,0.294110537,0.891930646,1.7977E+308,0.979629962,1.7977E+308,4.83431E-09,1.7977E+308,1.7977E+308,3.17576E-09,0.008042558,1.7977E+308,0.65574089,0.346323853,5.57835E-08,0.970513565,0.95766956,0.936501092,7.32894E-05,1.04099E-27,1.7977E+308,0.030814366,0.03118221,1.27153E-15,0.921576182,0.945536941,0.980925616,0.099753808,0.729609111,1.7977E+308,1.7977E+308,0.025407806,0.543379269,0.943051217,1.7977E+308,4.2944E-07,1.7977E+308,1.7977E+308,0.014944185,0.921336368,0.005777658,1.7977E+308,0.002673513,0.004991088,0.009418217,0.047309697,0.605644066,0.505984654,1.7977E+308,0.898310257,0.165465348,0.684274641,1.7977E+308,1.7977E+308,8.63683E-24,0.897888269,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.197698385,3.0871E-07,0.396243345,0.579051238,1.7977E+308,0.000537107,4.01631E-57,1.61733E-28,7.96022E-25,0.879698132,3.93956E-09,0.135802335,0.953788337,1.7977E+308,1.7977E+308,0.004936137,1.7977E+308,0.364673096,1.7977E+308,1.7977E+308,0.031002967,1.87307E-09,1.7977E+308,1.7977E+308,0.994934342,1.7977E+308,0.931679208,0.831650518,1.7977E+308,1.7977E+308,0.176247098,1.7977E+308,1.7977E+308,0.000879896,0.933924146,1.7977E+308,0.10418657,1.7977E+308,1.7977E+308,0.542751259,1.7977E+308,0.002678096,0.928809816,0.270383602,0.929485583,1.7977E+308,0.143261567,0.986747128,1.7977E+308,1.7977E+308,3.72937E-07,2.0007E-45,0.00239502,9.64634E-06,0.433774569,0.333528398,0.097510879,1.7977E+308,0.20243423,0.403619704,1.7977E+308,0.041345926,1.7977E+308
ACAv,1.7977E+308,1.7977E+308,0.000690203,1.7977E+308,0.215666724,0.52538784,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.615076312,0.98117855,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.920272065,1.7977E+308,0.555918641,0.309794109,0.669945465,1.7977E+308,1.7977E+308,0.671008228,0.12545437,1.7977E+308,0.505633776,1.7977E+308,0.976530158,1.7977E+308,1.7977E+308,1.7977E+308,0.498771539,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.842731939,0.539504118,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.148439397,0.271272365,1.7977E+308,1.7977E+308,0.000567917,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.964110311,0.176768638,0.497878105,0.450133119,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.195788898,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.449380491,0.984910769,0.47017281,1.7977E+308,1.7977E+308,1.7977E+308,0.002010188,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.474935235,0.870759695,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.059592022,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.291392809,1.7977E+308,1.7977E+308,1.7977E+308,0.005956614,1.7977E+308,0.342895476,0.889817642,1.7977E+308,1.7977E+308,1.7977E+308,0.225780381,1.7977E+308,0.226968613,0.101247303,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.593487634,1.7977E+308,0.98274653,0.991109904,0.82820927,1.7977E+308,1.7977E+308,0.371078582,1.7977E+308,1.7977E+308,0.555699736,1.7977E+308,1.7977E+308,1.7977E+308,0.851101102,0.212326039,1.7977E+308,1.7977E+308,1.7977E+308,0.0248257,1.40777E-07,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.868686698,0.993300237,1.7977E+308,0.340174825,0.674616401,1.7977E+308,0.054121345,0.460158808,1.7977E+308,1.7977E+308,0.825837554,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.046103942,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.929218674,1.7977E+308,1.7977E+308,0.968025169,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.19527614,1.7977E+308,1.7977E+308,1.7977E+308,0.968783334,0.516996623,1.7977E+308
ACB,0.458479756,1.7977E+308,1.7977E+308,0.744762058,1.7977E+308,0.47192357,1.7977E+308,1.7977E+308,0.828792206,1.7977E+308,0.953298243,0.898527657,0.916627812,1.7977E+308,0.000975271,1.7977E+308,0.569570505,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.886140455,0.655091288,0.000727182,1.7977E+308,1.7977E+308,1.7977E+308,0.796887192,0.841542824,0.929915928,1.7977E+308,0.124568611,0.997668148,0.860850044,1.7977E+308,0.989947875,1.7977E+308,0.942652473,1.7977E+308,0.976042901,1.7977E+308,0.526447609,1.7977E+308,0.120601083,0.839826398,1.7977E+308,1.7977E+308,1.7977E+308,0.856093727,0.915228952,0.975764328,1.7977E+308,1.7977E+308,0.637903018,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.99077651,0.998395336,0.989200413,0.989050399,0.798824785,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.004697415,1.7977E+308,1.17141E-05,1.7977E+308,1.7977E+308,0.546443255,0.035431275,0.032099808,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.999090049,1.7977E+308,0.994677876,1.7977E+308,1.7977E+308,1.7977E+308,0.989806064,0.984454167,0.133230478,0.029745677,1.7977E+308,0.979447328,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.945082427,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.561215828,1.7977E+308,0.844842148,0.707006346,0.686835532,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.956875141,0.807278756,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.600209254,0.981720955,1.7977E+308,0.904511455,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.92604036,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.076505731,1.7977E+308,0.403586498,0.632594938,0.764233713,0.421808427,1.7977E+308,1.7977E+308,0.707984184,0.899203707,1.7977E+308,0.9973362,0.00105407,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.703413543,1.7977E+308,0.994577314,1.7977E+308,1.29799E-08,0.987048921,1.7977E+308,5.5006E-12,0.676081593,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.981618216,0.911652249,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.934251021,1.7977E+308,0.857918244,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.694570083,1.7977E+308,1.7977E+308,0.081310878,1.7977E+308,1.7977E+308,0.884568443,0.86525921,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.809433015,0.977638939,0.937383579,1.7977E+308,0.02292939,1.7977E+308
AD,1.7977E+308,1.7977E+308,0.032424114,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.724978345,1.7977E+308,1.7977E+308,1.7977E+308,0.967124472,0.991411902,1.7977E+308,1.7977E+308,0.935432026,1.7977E+308,1.7977E+308,1.7977E+308,0.993390037,1.7977E+308,1.7977E+308,1.7977E+308,0.994811095,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.863135052,0.830554199,0.361135088,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.999951811,0.995482723,0.996094385,0.711184481,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.966237502,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.976332402,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.520698886,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.817065612,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.985941204,9.17605E-08,1.7977E+308,1.7977E+308,1.7977E+308,0.873485569,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.947565598,1.7977E+308,1.7977E+308,0.988225955,1.7977E+308,1.7977E+308,0.10322924,1.7977E+308,1.7977E+308,2.78142E-12,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.997051533,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.981108589,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,2.26109E-30,0.683219601,1.7977E+308,1.7977E+308,0.895486639,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.977412018,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.983557299,1.7977E+308,1.7977E+308,1.7977E+308,0.93903676,1.7977E+308,1.7977E+308,1.7977E+308,0.991914647,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.958532166,1.7977E+308
AHN,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.418029907,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.031625956,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.141444127,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.587898317,0.000459435,1.7977E+308,9.35549E-05,1.7977E+308,1.7977E+308,0.003768853,0.000840282,1.7977E+308,1.7977E+308,0.943524845,1.7977E+308,1.7977E+308,0.07959269,4.25494E-08,1.7977E+308,1.7977E+308,1.7977E+308,0.08271246,0.090831548,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.770158544,1.7977E+308,1.7977E+308,3.27775E-06,1.7977E+308,0.030631959,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.367153907,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.08173E-05,1.7977E+308,1.7977E+308,9.03559E-13,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.337724144,1.7977E+308,1.7977E+308,0.625718772,0.146413842,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.267412902,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.688281097,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,5.76999E-07,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.249652602,1.7977E+308,1.50021E-15,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,8.63606E-09,1.7977E+308,1.7977E+308,1.7977E+308,0.602634043,1.7977E+308
AId,3.9505E-05,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.035722325,1.00266E-14,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.994616813,1.7977E+308,0.620326352,0.466987271,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.001489612,1.7977E+308,1.7977E+308,0.038526463,0.034327147,0.672002193,0.100243599,1.7977E+308,0.044932659,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.003160114,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.040451655,0.982192553,1.7977E+308,1.57269E-05,0.040321694,3.8313E-08,1.7977E+308,1.7977E+308,4.82412E-10,0.007259659,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,5.58131E-06,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.971940861,1.7977E+308,1.7977E+308,0.843932663,1.7977E+308,0.677183253,1.7977E+308,1.7977E+308,0.325445855,1.7977E+308,0.090630475,1.7977E+308,1.7977E+308,0.485413009,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.977855198,1.7977E+308,1.7977E+308,0.152415308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.987058372,1.7977E+308,0.777197308,1.7977E+308,1.7977E+308,0.076622082,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,8.73616E-10,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.993099732,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.513144668,0.979990461,1.7977E+308,0.403007359,1.7977E+308,1.7977E+308,0.003129731,0.008973224,0.794966223,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.934217402,0.735482227,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.945832847,1.7977E+308,0.974868411,1.7977E+308,0.000288813,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.036392576,1.7977E+308,1.7977E+308
AIp,0.571471747,0.658369916,0.4606263,0.000507554,1.7977E+308,1.7977E+308,0.001787595,1.7977E+308,0.005383898,0.751839955,1.7977E+308,0.886512091,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.991768973,0.001690811,0.001173978,0.00146973,1.7977E+308,1.7977E+308,1.7977E+308,5.79488E-36,1.7977E+308,1.7977E+308,0.300812735,0.263293928,0.127324253,0.273402758,1.7977E+308,0.004777353,0.940729984,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.53633097,1.7977E+308,0.175240481,0.389776209,1.7977E+308,0.512605873,0.511348838,0.675653029,0.000349525,1.7977E+308,1.7977E+308,0.005564764,1.58383E-36,4.56761E-11,1.7977E+308,1.7977E+308,0.121194586,3.85793E-06,1.7977E+308,1.7977E+308,1.7977E+308,0.465763519,0.00039195,1.7977E+308,0.997016727,1.7977E+308,0.957049018,1.7977E+308,0.965898438,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.044091196,1.7977E+308,0.760880669,0.691774893,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.267487743,0.96694654,0.845318481,0.717850406,0.998502683,1.7977E+308,0.69574157,1.7977E+308,1.7977E+308,0.997278094,1.7977E+308,0.241663192,0.255352522,1.7977E+308,1.7977E+308,1.7977E+308,0.068711664,1.7977E+308,0.315989848,1.7977E+308,0.876125704,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.843361757,0.291251591,0.117394242,0.130279013,0.165267619,1.7977E+308,1.7977E+308,1.7977E+308,0.634651846,0.434881312,1.7977E+308,8.7654E-05,0.381042865,0.011148408,0.475622484,1.7977E+308,0.673481469,1.7977E+308,0.867289606,0.493091778,1.7977E+308,0.318448264,0.946571813,0.415966864,0.220471018,1.7977E+308,1.7977E+308,0.805146713,0.760686074,1.7977E+308,0.899338283,0.91402055,0.95124434,1.7977E+308,0.6114323,1.7977E+308,1.7977E+308,0.316730364,1.7977E+308,1.7977E+308,1.7977E+308,0.780606066,0.311769508,0.08384581,1.7977E+308,0.913992383,0.256644526,0.934230314,0.623095484,0.455467793,0.749014613,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.009227604,1.7977E+308,0.134021272,1.7977E+308,0.70766765,0.885427731,1.19213E-13,0.000111888,0.393314505,0.859998597,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.901630747,1.7977E+308,0.289413636,1.7977E+308,0.756034116,0.524744932,0.561446784,1.7977E+308,1.7977E+308,0.516306974,5.34072E-07,0.126580075,1.7977E+308,0.073101473,0.996854475,1.7977E+308,1.7977E+308,0.701824884,0.409252894,1.7977E+308,1.7977E+308,0.972965507,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,1.7977E+308,0.305796006,1.7977E+308,1.7977E+308,1.7977E+308,0.892247788,0.190874428,0.881105178
