,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
PMd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012762825,0.000869258,0.000610991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182331,0,0,0,0,0,0,0,0,0,0,0.000657577,0,0.000745721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021077921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000944705,0,0,0,0.043174255,0,0,0,0,0,0,0,0,0,0.000169264,0,0,0,0,0,0,0,0,0,0,0,0.047158571,0,0,0,0,0,0,0.006139282,0,0,0,0,0,0,0,0.000592678,0,0,0.075807894,0,0,0,0,0,0,0,0,0,0,0,0,0.003959337,0.000707462,0,0,0,0,0,0,0,0.001208536,0.001134948,0,0,0,0.066208199,0,0,0.000132446,0,0,0,0,0,0,0,0,0,0.053470422,0,0,0,0,0
PO,0.00095053,0.006502074,0.013050225,0,0,0,0.000258188,0,0,0,0,0,0.002033355,0,0.000279585,0,0,0.00014489,0,8.11042E-05,0,0,0,0,0,0,0.006547124,0,0,5.84603E-05,0,0,0,0.000543103,0,0,0,0.001126627,0,0.000297936,0,0,0,0,0,1.25014E-05,0,5.18506E-05,0,0,5.35707E-05,2.41706E-06,0,0,0,0,0,0,0,0,0,0,0.000993902,0,0.000224121,0,0.000893959,0,0,0,0,0.003669026,0.004832013,0.00086405,0,0.002187264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369787,5.40065E-05,0,0.001616891,0,0.001441818,0,0,0,0,0,0,0,0,0,0.000406061,0.000109403,0.001392087,0,4.07832E-05,0,0,0,0.00244648,0,0.000284078,0.000682084,2.75733E-05,0,0,0,0.000196172,0,0.001225798,0.000542074,0,0,0.005988167,0.001599969,0.001454242,0,0,0,0,0.000423057,0,0.000336349,0.00054515,0,0,0,0,0,0,0,0,0,9.42699E-06,1.97943E-06,0,0.003080761,0.000233345,0.001334446,0.000670928,0,0,0,0,0.000430375,0,0,0.00360435,0,0,0,0,0,0,0,0,0,0.000120911,6.16809E-05,0,0,0,0.002282118,0,0,0.000827948,0,0,0,0.000148888,0,0,0.000403744,0,0,0,0.000220814,0.000699894,0,0.000881397,0,0,0,0.00033965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003815849,0
POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351645,0.00219267,0,0,0,0,0,0,0.000520343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048519178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75307E-05,0.003705714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005798518,0,0,0,0,0,0,0,0.006403731,0.001491411,0,0,0,7.42475E-05,0,0,0,0,0,0,0,0.014036488,0,0,0,0,0.01219797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001786571,0,0,0,0.031395258,0.019116729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POST,0.000286104,0,0.005297677,0.001427633,0,0.000916806,0.000141393,0.000558936,4.73476E-05,0.001480568,0.000357016,0.001056666,0.001547448,0,0.000251401,0,0,0.000256307,0.000383781,0,0,0,6.99776E-06,0.001700918,0.189677011,0.011263351,0.018778401,0.000291402,0,0,0,0.000244456,0.017647604,0,0,0,0.008264462,0.000255752,0,0,0,0.000674051,9.09674E-05,0.000153634,0.001290149,1.106669987,0.581685116,0.185553832,0,5.39492E-06,0.000287409,5.50925E-06,3.15876E-05,0,4.61325E-06,0,0.156760281,0.001065182,6.57524E-07,0,0,0.006164721,0.001368991,0.014785622,0.014016511,0,0.000462879,0.066811572,0,3.81163E-05,0,0,0.001348557,1.25112E-05,0.012261803,0.0032048,0,0.003146608,0.005754039,0.022953082,0,5.04202E-05,0.014952132,0.008514,0.000606903,0.022301325,0.000213731,0.001535455,0.005976598,0.006315453,0.008113882,5.26204E-05,0.007169154,0,0,0,0,0,0,0.125723892,0.019126888,0.000391224,0.001092608,0,0,0,6.71948E-05,0,0,0,0,0.000136473,0,0.001175264,0,0,0.016037084,0.040923243,0.029718248,0.017539519,0,0.005056599,0.000746556,0.00045612,0.00052722,0.006295069,0.010348349,0.007409016,0.000995082,4.18912E-05,0.000172395,0.0055016,0.006875832,0.200635328,0.001602838,0.014214132,0.170170338,0.000160129,0.116024946,0.026076558,0.000520306,0.003603902,0.000392124,0,0.0002616,0.002762465,0,0,0,0.000363189,0.010257392,0.013871757,0.001552456,0.000829297,0.002721697,0,0,0.053096379,0.001573871,1.0012E-05,0,0,0.012490272,0.001267885,2.55775E-05,0.001184006,0.002946389,0.003518175,0.000617255,0.003522174,0.000946213,0.005968113,0.000311011,0,0,0.003824799,0.001710089,0,9.71313E-05,0.000204387,0,1.30676E-05,0.000682233,0.000839697,0.167658157,0.008949056,0.006103286,0.006990849,0.000391009,0.115355905,1.59394E-05,0.020737569,0.00652306,0.000480417,0.00134759,0.007476413,0,0.000116496,0.018202379,0.000500845,0,0,0,0,0.025180812,0.000899311,0.006529264,0,0,0.000426536,0.000471301,0.007991595,9.92032E-05
PP,0.088535606,0,0,0,0,0.623074496,0.00079024,0,0,0,0,0,0,0,0.015326883,0,0.108218087,0,0.000721344,0,0.004535641,0.028489309,0.081362789,0.679498849,0,0,0,0.177865402,0.045366795,0,0,0,0,0.045957681,0.04676861,0.026260693,0,0.037118482,0.092286585,0,0,0.295244147,0,0,0,0.011785451,0,0,0.000534374,0.007090007,0,0,0,0.001502971,0.017267757,0.002868757,0,0,0.005973221,0.09444713,0.431812875,0.240956779,0,0,0,0,0,0,0.09676223,0,0,0,0,0,1.260455533,0,0.132798375,0,0,0.078879289,0.01299401,0.008415023,0,0,0,0,0.441518019,0.019827152,0.007419341,0.01804543,0.03441755,0,0.001420502,0,0,0,0.140441472,0.355939554,0,0,0.025963647,0,0.047913125,0.022450369,0.030087222,0.031128371,1.26145E-05,0,0,0,0,4.34248E-05,0,0,0.002527626,0.006335238,1.266994026,0,0,0,0.045888969,0.000819383,0,0,0.012697298,0,0,0,0.047745287,0,0.020295685,0,0,0,0.026388197,0,0,0,0,0,0,0,0.012285048,0,0.194857763,0.170105694,0.011121351,0.032098658,0,0.362445787,0.213345159,0,0,0,0,0,0,0,0.009846884,0.123187701,0,0.14517786,0.000718531,0.210681649,0.00182735,0,0,0,0.000377093,0.00570696,0.057435362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005823642,0.002675208,0,0,0,0,0,0,0.001993657,0.346411367,0,0,0,0,0,0,0,0,0,0,0,0,0.805559972,0,0,0,0,0
PPN,0.006458169,0,0.004434823,0.032155378,0.00155115,0.046341101,0.00530123,0,0.001369518,0,0.006982676,0.001288653,0,0.000164887,0.004933565,0,0.022921671,9.04882E-05,0.000642851,0.000893601,0.000154571,0,0.001050071,0.037213221,0,0,0,0,0,0.00102793,0.018371476,0.035434428,0.022801369,0.004943033,0.001178625,0.177891973,0.052927537,0,0,0,0,0.056807159,0,0.001428216,0.139284,0,0,0,0.004520015,0,0.001350215,0,0.001035441,0.002921205,0.030298457,0.016011982,0,0.012642431,0,0,0,0,0.00771279,0.078633927,0.009224484,0,0.005663183,0,0,0,0,0,0.007926519,0.014343078,0.685452321,0.028399003,0.133415392,0.001651086,0.020356481,0.091585578,0.000323935,0.007650155,0,0.084504972,0,0,0.018981852,0.021052533,0.025466007,0,0.014902766,0.000777829,7.16156E-06,0.011958214,0.026640451,0.011142781,0.002742884,0.074865998,0,0.440211392,0.024292422,0,0.102879563,0.019227239,0,0.002517927,0,0.000275899,0,0.007982632,0.001440163,0.00150107,0.003350687,0.015261854,1.21016E-05,0.00045278,0.063385675,0.000580736,0,0.089885323,0.107888574,0.000509352,0,0,0,0,0.007427881,0.165654047,0.006693827,0.008883448,0.002904916,0,0,0,0.009481762,0,0.000770234,0,0,0,0,0,0.008997793,0,0.027741225,0.142322306,0.008854916,0.007373777,0,0.134420654,0.116262608,0.016088821,0.017340262,0.065963557,0,0,0,0,0.006074236,0.013874029,0,0,0.001464144,0.155465292,0,0.006653246,0.07646575,0.110562039,0,0.012803308,0.009264393,0,0,0,0,0,0,0,0.005657066,0.001764711,0,0.000965224,0.004299952,0.030668012,0,0,0.023000957,0,0,0.000329286,0.000242001,0,0.001402784,0.004883603,0.118984072,0,0,0,0,0.004438629,0,0,0,0,0,0,0.000924537,0.042282917,0,0,0,0.279905093,0.01260883
PRE,0,0,0,0,0.001922041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002168041,0,0,0,0,0,0,0,0.000141457,0,0,2.71392E-05,0,0,0,0,0,0,0.000237568,0,0,0,0,0,7.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000390946,0.000455364,0,0,0,0.001872247,0,0,2.21967E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18328E-05,0,0,0,0,0,0,0,0,0.001183967,0,0,0,0,0,0,0,2.57228E-05,0,0,0.000235657,0,0,0,0,0.000125492,0,0,0,0,0,0,0,0,0,0,0,0,8.13691E-05,0,0.000406941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27867E-05,6.88192E-05,2.72809E-05,0,0,0,0,0,0.002039357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41994E-05
PRM,0.000591628,1.87521E-05,6.43797E-05,1.78561E-06,0,0,0.000452401,6.51979E-05,0.000196347,1.1357E-13,5.07449E-08,0,0.000104806,8.25405E-08,0.000331098,1.05329E-05,0.00095393,0.00012576,4.88348E-05,7.72025E-05,2.96444E-06,0.000158157,2.80601E-05,7.03347E-11,0.008349737,0.000231286,0.009656446,1.73237E-05,2.39301E-05,0,0,2.2037E-07,8.23572E-07,0.000235409,0.002004267,0.000361298,7.23837E-05,2.20168E-05,4.68964E-06,3.58358E-05,0.00760852,0.000101825,9.18181E-15,3.37483E-12,7.31096E-06,0.002826862,0.007265788,0.000872714,0,4.96047E-07,0.000103933,0,1.54233E-05,0,4.77219E-06,0,1.35021E-11,0.000316658,4.10511E-05,0,1.48974E-05,2.07092E-05,0.000105023,0,9.63759E-06,1.77351E-14,0.002589948,5.14576E-14,3.44598E-06,0,7.89621E-05,4.69634E-05,7.53122E-05,6.9038E-07,0.001210589,1.6692E-06,0.000505007,2.30873E-06,1.23528E-05,5.77846E-05,0,4.70847E-05,0,3.61633E-06,0,0,0.00070261,5.20768E-06,8.79979E-07,6.41928E-10,0.000229366,1.161E-06,0.000924209,0.00065072,0.000462959,0.000487168,1.36294E-06,2.23417E-05,3.11626E-05,0.000950486,0,0,0.0007878,0,0.002423817,0.000243281,5.42649E-12,2.74219E-05,2.71409E-06,3.30055E-06,0,1.51428E-14,1.57506E-05,0.000771901,9.36103E-05,0.001426633,0.000597272,0.00035018,0,3.55276E-06,4.75487E-15,0.001157857,1.09559E-05,8.87767E-05,0.001409436,1.46667E-13,4.05009E-06,0.000174465,0.001577588,8.04127E-06,3.76667E-06,2.77621E-05,0,0.001313358,7.48816E-05,0,0.001181709,0.001529876,1.34585E-10,2.35292E-06,4.32226E-13,1.90227E-06,0,0.000455384,2.24382E-06,2.9091E-06,0.00043094,6.11603E-06,0.000839193,8.04443E-05,0,0,0,9.2045E-07,2.80483E-05,0.000456013,0.003319235,0.005083472,1.50255E-06,7.89301E-06,0.002493429,0.006436735,0,0,6.93681E-08,0,0.001273284,0.004407749,0,5.3737E-07,1.46365E-08,1.3E-06,1.30718E-14,3.06996E-06,5.766E-08,0,0.000567243,4.86172E-05,0.000280944,0.000374333,1.67568E-05,0.000210255,0.000442526,5.9039E-06,0.000890304,0.001586868,0.000472265,0,0,0.000452087,0.001539472,1.21383E-08,0,0.000312509,0.001811851,3.94528E-16,0.000775794,1.61544E-05,0,0.00019818,4.56914E-05,0.000363373,0.000200294,0.003849444,0.00016993,0.001187114,1.90342E-05,0.000110793,2.43409E-06,6.28564E-06,2.10992E-05,0.001653144,1.93762E-12
PRNc,0.000433509,0.000329678,0.000797856,0,0,0,0.000127184,2.28961E-05,0,0.004073261,0.001213039,0.000306751,0,1.97725E-06,0,0.005299803,0,2.33105E-05,4.32498E-05,4.07126E-06,0.000328897,0,0,0,0,0,0,0,0,0.003865549,0.000176629,0,0.004121954,8.45123E-05,0.000132606,0.003428921,0,0,0,0,0.000448586,0,3.77557E-06,0,0.007852707,0,0,0,0,4.94753E-06,0.000313064,0.002258471,0,0,0.005340229,0.002130092,0.169135551,0.000462019,0,0,0,0,0,0.000630525,0.008343208,0.002112875,0,0.036894248,0,0.038492554,0.001100604,0,0.001202436,0.001676777,0.017661984,0.002230922,0.002888371,0.016059189,0,0,0,0.000672042,0.075747576,0.008999227,0.006761886,0.020503053,0,0,0,2.50398E-05,0,0,0,0.000310576,6.42065E-05,0.000630158,0,0,0.002072908,0.292799319,0,0.020783081,0,0.003274861,0,0.000117328,0,0.0003952,0.015204422,0.003744217,0,0,0,0,0,7.43064E-05,0.208338859,0.000106823,0.042418441,0.019147963,0.007195849,0,0.01792576,0,0,0.012615545,0.036723638,0.001645792,0.000365115,0,0,0.003914868,0.000297919,0.00032189,0,0.032030581,0.000411024,0,0.297331621,0.207983978,0.011744721,0.015127165,0,0,0,0,0,0,0,0.000223129,0,0.000693877,0.012263862,0.007708146,0.009883645,0,0.000184038,0.000196497,0.002502441,0,0.104735972,0,0,0.008053106,0,0.000255352,0.000189089,0.000152369,0.004202256,0.000419431,0.001089239,0.002881751,0.009869501,0.003064956,0.011638065,0.011447573,0.000562078,0,0.000465831,0.000133761,0,0.00044596,0.000909069,0.000289913,3.41614E-05,0,0,0.002469727,0.014891621,0,7.65407E-05,0.025217383,0,0.000577997,0,0,0.00788001,0,0.006299906,0.000205022,0,0,0,0,0,0,0.017602816,0,0.001933451,0,0,0.000161615,0
PRNr,0,0,0,0,0,0,1.8419E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067139668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173286685,0,0,0,0,0,0,0,0,0,0,0.032364829,0,0,0,0,0,0,0,0,0,0.004446596,0,0,0,0,0.015602491,0,0.000144707,0.023462877,0,0,0,0,0,0,0,0.000376169,0,0,0,0,0,0,0,0,0,0.001768125,0,6.93918E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007010795,0,0,0,0,0.000840409,0,0,0,0,0,0,0,0,0,0,0,0,0.263976696,0.14316893,0,0,0,0,0,0,0,0,0,0,0,0,0.020922487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233391,0,0,0,0,0,0,0.005641477,0.000955419,0,0,0.000170707,0,0,0.000651048,0,0,0,0,0,0,0,0,0.02439598,0,0,0,0,0,0,0.012496642,2.86202E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.001597838
PRP,0,0,0,0.00543913,0.000408098,0.000140816,0,0,0,0,0.000602214,0.000268128,0.11610652,0,0,0.019350765,0,0,0,0,0,4.92305E-05,2.4973E-05,0.000169619,0.000884551,0.000115535,0.00183182,0.000122544,0.10448569,0,0,0,0,0,0,0,0.008264512,0.103930004,0.00294074,0.025483022,0,3.78024E-05,0.002585555,0,0,0,0,0,1.97824E-05,0,0.081254759,0.0065609,0,0,0,0,0,0,1.73552E-05,0,0,0,0,0.000402229,0.048610235,0.006452112,0,0,0.000332031,0.140252109,0,0.001400814,0.001040808,0.002029888,0.003332395,0.009797625,0.000570948,0.023322462,0,0.000159406,0,0,0.013297032,0,0,0,0,0.000451402,0.000961243,0.003094954,0.004630934,0,0,0,0,0,5.70377E-06,0.000336733,0.000600153,0,0,0.55509866,0.000222963,0.02551588,0.003676303,0,0.09765202,0,0,0,0.000811113,1.41719E-05,0,0,0,0,0,0,0,0,0.062946583,0,0,0.093776672,0.003285819,0.012887104,0,0.001092486,0,0,0,0,0.005633994,0,0.000427087,0,0,0.013936266,0.289525111,0.118234286,0.130020897,0,0,0,0.000682152,0,0,0.000184986,0.047959183,0.00179027,0.001216859,0,0.007149384,0,0.020840517,0,0,0,0,9.79959E-05,0,0,1.27126E-05,0.003637309,0.010926383,0,0.00038244,0.000490995,0.000397647,0.000771628,0.000664076,0,0.224130738,0,0.006426606,0,0,0,0,0,0,0,0,0,0,0,0.000147941,0,0.113187535,0,0,0.012893309,4.56138E-06,0,0.00035671,0,0,0.007961298,0,0,0,0,9.15878E-05,0,0,0,0,6.13524E-06,0.002634528,0,0,0,0
PSV,0.008995417,4.64398E-05,0,0.000214898,3.76199E-05,0.003965182,0.000342589,0,0.000157979,0.003319715,0.000430022,0.000110408,0.184867231,0,0.000461931,0.025356511,0,0.000440439,0.000874037,0.000794378,5.88577E-05,0.000286456,0.011809014,0,1.7087E-05,1.1174E-06,0,0.035065304,4.31356E-05,0.007876001,0,0,0.008009596,0.008199535,0.003055156,0,0.216045276,0,0,0.000523789,0,0.007871682,0.000849058,8.4595E-06,0.000350209,0.000933889,0.001118136,0.000222473,0,0.000870786,0.007028165,0.002215012,0,0.000898799,0.00047672,0.000563976,0.076946561,0.000824516,0.001305529,0,0,0,7.98857E-07,0,0.001676059,0.003687881,0.01539656,0.114937814,0,0.051050801,0.00194759,0,0,0.002193872,0.079706456,0,0,0,0,0.00241537,0,0.001045387,0.025121239,0.005085706,0.0034656,0.02408985,0.00808926,0,0,0.00605137,0,0.000149965,4.94072E-05,0.001601481,0.000280679,0,0,0,0.001071546,0.721051674,0,0.059087543,9.86876E-05,0.008792195,0,0.004415607,0.004253664,0,0.025106456,0.01669097,0,0,0,0.002455511,0,0.000625884,0.246220761,0.000370132,0.131677088,0.045146297,0.031275457,0.000683609,0.037404769,0.003942777,0.005425313,0.00446016,0.007832784,0.056893021,0.005119658,0,0.000324687,0.082413847,0.009097755,0,0,0.017022345,8.8879E-05,0.091310229,0.168215758,0.228382484,0.004797431,0.041326597,3.24173E-05,0.000189338,0,0,0,0,0.005848498,0,0.011531895,0.010527178,0,0.090454703,0.023466724,6.20323E-05,0.000713355,0,0.00348912,0,0.079665867,0,0,0.016754193,0.068098486,0.001987348,0,0.000616031,0,0.007702546,0.015315037,0.054606938,0.017985282,0.001980176,0.012951032,0.031082883,0.00276674,0.000429654,0.001109896,0.000712376,0.000658879,0.001039224,0.002005155,0.004607365,0,0,0,0.027617933,0.054173387,0.000707407,0.000332692,0.035776652,0,0.000879718,0,0.079429911,0.152318627,0,0.004433899,0.000878692,9.8422E-05,5.03312E-05,0,0,1.70631E-05,0,0.06786799,0,0.12721115,0.312853019,0.070309243,0.100119112,0.050490832
PT,0.013916728,0.439174906,1.286161465,1.678148775,0.003823933,0.171391638,0.102584244,0,0.005502327,0,0.018383714,0,0.00111704,0.00326378,0.024151598,0.012854976,0.009706682,0.009938137,0.006188047,0.004659752,0.020893309,0.139250746,0.244421403,0.345379497,0.071614507,0.003600804,0,0,0,0.006209006,0.026324643,0,0,0.019112814,0.086055202,1.506958531,0,0.001441974,0,0.000133598,0.031459204,0.057056848,0.000273335,0.077505616,0,0.260270977,0.711012447,0.634949296,0,0,0,0,0.023226577,0.003645529,0.036919447,0.002831162,0,0.026297106,0.007843029,0,0,0.002310713,0.584317275,0,9.48094E-07,0,0,0,0.0727808,0,0.008313649,0.002142119,0.013219461,0.014225773,0,0.011029513,0.165200969,0,0.058667605,0.530029336,0.022450816,0.013121916,0,0,0,0,0.179878307,0.041886534,0.000613749,0.001103342,0.004531914,0.003865503,0,0,0.185225153,0.279477238,0.028521792,0.092381081,0.00493694,0,0.089914227,0.00046458,0.081967459,0,0.00104273,0.007197473,0,0.005281289,0.001333191,0,0,0.14262763,0,0.18772657,0.056926931,0.018622035,0.148277567,0.154294015,0,0,0,0.012549384,0,0,0,0,0.000147902,0.038098228,0,0.240639934,0,0.00012887,0.002160832,0.102834509,0.000491036,0,0.134974256,0.000471785,0,0.000886841,0,0,0,0.147520264,0,0,0,0.032831574,2.19332E-05,0.057324361,0,0,0,0,0,0.10658403,0.186632527,0.313226157,0,0.048220603,0.152952177,0.021662843,0.012929329,0,0.000385586,0,0,0,6.25071E-05,0,0.004857332,0.003721059,0.000142045,0,0,0,0.016162091,0.00761644,0,0,0.058846066,0,0.004772718,0.00282889,0.025667252,0.603497716,0,0,0.000545137,0.087999368,0,0,0.004644353,0.167554644,0.064321252,0,0,0.000101837,0,0.009804594,0.025168166,0.141186103,0.010462035,0.183699937,0.020761613,0.071026859,0,0.184514541,0,0,0,0,0
PTLp,6.05434E-06,0.039384751,0.02757136,0,0,0,0.000312985,0,0.000372632,7.05545E-05,0.001692627,0.000235327,0.000851907,0.000216446,0.000330703,0.000124632,0,0.100519763,0.080430353,0.008662641,2.33354E-05,0,0,0,0.014635759,0.002214708,0.009586147,0,0.000148489,0.000111784,0.000672006,4.93181E-05,0,5.57035E-06,0,0.244009315,0.007859413,6.69973E-05,0.000131715,0.000169506,0,0,0,0,0.000443459,0.01891923,0.007109695,0.002185861,0,0,0.000115098,0,0,0,0,3.78845E-06,0,0,0,0,0.00018217,0,0.010583904,0,0,0,0.000534754,0.009723349,0,0,0,0,0,5.75725E-05,0,2.4659E-05,0.000308608,0.001299768,0.00113591,0.000638559,0,6.01447E-05,0,0,0.004954521,0.001668106,0,0,0,0,0,5.36394E-06,0,0.000108591,0.075054363,0.045630379,0,0,0.000115106,0.003269453,0.000934373,0,0.001554689,0.001832344,0.00032598,7.40873E-05,2.87378E-05,0,0.000921585,0.001948851,0.011882702,0.001358567,0.020598666,0,0,0,0.022774494,0.000623988,1.08489E-05,0,0.005097999,0,0.000259001,0,0.000231105,0,0,0,0,0.003038749,0,0,0,0.008571552,0,0.000951907,0.00394087,0.000116751,0,0.0040596,0.000648211,0,0,0.370347248,0,0,0,0,0,0,0.002647546,0.000945782,6.51187E-05,0.000157337,0.000341633,0.016607065,0.057101786,0.089597637,0.00010736,0,0.014299825,0.002854468,0.000205729,0,2.49562E-05,0,0,0.000218937,0,0,0,0,0,0.003785246,0.010605975,0,0,0,0,0,0.013022545,0,0,0,0.00512724,0,0,0,6.15179E-05,0.035878386,0,0.003331985,0.00025094,0.000999435,4.84113E-05,0,0.000191965,0.000251727,0,0,0.084859903,0.118585775,0.016155276,0.075736723,0.005302058,0.008327397,2.70083E-05,0,2.27971E-05,0,0,0.000238793,0.000151392
PVH,0,0,0,0,0,0.170742708,0,0,0,0,0.006368595,0,0,0,0,0,0.061171623,0,0,0,0.001890949,0,0,0.136749013,0,0,0,0,0,0.00193035,0,0,0,0,0,0,0,0,0,0,0,0.086990703,1.04327E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003263239,0,0,0,0,0,0.024215588,0.427055324,0,0.115043861,0,0,0.290615579,0.020955217,0,0,0,0,0.001644817,0,0.015755874,0,0,0,0,0.033615104,0,0,0,0.038345723,0.197440619,0.014882108,0,0.098018329,0,0,0,0,0,0,0,0.001851819,0.016868609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235675302,0,0,0.036455288,0,0,0,0,0,0,0,0,0,0.000450505,0.000158981,0.001319734,0,0,0.036530237,0.035746396,0,0,0.061393544,0,0,0,0,0,0,0,0,0,0.000141355,0,0.002425484,0,0,0,0,0,0,0,0,0.011056513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03437177,0,0,0,0,0,0.002918366,0,0.099370502,0,0,0,0,0,0,0,0,0,0,0,0,0.152285614,0,0,0,0.008066673,0.009098445
PVT,0.049615923,0.024590157,0,3.395314966,0,0.053527765,0,0.047892493,0.051803757,0,0.029497299,0.00371538,0.000924515,0.00081334,0.237975607,0,0.002579281,0,0,0,0.000172188,0.359629108,0.188480054,0.521098274,0,0,0,0.430902687,0.000566442,0.000868189,0.07030578,0,0,0.025592074,0.033258369,0.940289267,0,0,0.000442155,0,0,0.057286385,4.63675E-05,0.051228117,0,0.10211737,0.385909591,0.1140326,0.181498624,0.032193197,0,0,0.008665803,0.064294197,0.022883717,0.000819885,0,0,0.045627621,0,0.000492524,0,0.317957778,0.012444314,0.000398869,0,0,0,0.062074851,0,0,0,0,0.005611046,0.206342376,0.001917112,0.088640096,0,0,0.158620219,0.004743874,0.009287974,0,0.025371708,0,0,0.116050071,0.01085966,0,0,0,0.000610166,0,0.005083884,0,0.019685982,0.008681159,0.041532944,0.006755833,0,0,0,0.01506352,0,0,0.010298612,0.00028812,0.000541869,0.004932107,0,0,0.147409857,0.050862808,0.463310385,0.012853561,0.009547465,0,0.024801229,0,0.000582628,0,0.050525727,0,0.001458033,0,0,0,0,0.099805654,0.211047328,0,0.001333877,0,0.01853248,0,0,0.025886685,0,0,0,0,0,0,0.020315183,0.010094128,0.060371151,0.000600937,0.006837435,0,0.004409322,0.00394531,0,0,0,0,0.015606647,0.024708583,0.071251935,0,0.018238767,0,0.004256168,0,0.660490231,0,0,0,0.000133049,0,0.003752437,0.001754276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039180375,0.127025038,0,0,0,0.032428563,0.00439095,0,0,0.149862088,0.015613229,0,0,0.000415304,0,0,0.003297647,0.020442482,0.00152651,0.027258989,0.003090638,0.01150773,0,0.045871759,0,0,0,0,0
